ZMH,108 Mile Ranch Airport;108 Mile Ranch#Canada!North America
DMD,Doomadgee Airport;Doomadgee#Australia!Oceania
DNG,Doongan Airport;Doongan#Australia!Oceania
DOF,Dora Bay Airport;Dora Bay#United States!North America
DOR,Dori Airport;Dori#Burkina Faso!Africa
DOC,Dornoch Airport;Dornoch#United Kingdom!Europe
DOO,Dorobisoro Airport;Dorobisoro#Papua New Guinea!Asia
DTM,Dortmund Airport;Dortmund#Germany!Europe
DRD,Dorunda Station Airport;Dorunda Station#Australia!Oceania
DON,Dos Lagunas Airport;Dos Lagunas#Guatemala!Central America
DHN,Dothan Regional Airport;Dothan#United States!North America
DLA,Douala Airport;Douala#Cameroon!Africa
DGL,Douglas Municipal Airport;Douglas#United States!North America
DGW,Converse County Airport;Douglas#United States!North America
DUG,Bisbee-Douglas International Airport;Douglas#United States!North America
DGF,Douglas Lake Airport;Douglas Lake#Canada!North America
DOU,Dourados Airport;Dourados#Brazil!South America
DOV,Dover Air Force Base;Dover-Cheswold#United States!North America
JDY,Downey Heliport;Downey#United States!North America
DYL,Doylestown Airport;Doylestown#United States!North America
QDC,Dracena;Dracena#Brazil!South America
DRK,Drake Bay Airport;Drake Bay#Costa Rica!Central America
DRM,Drama Airport;Drama#Greece!Europe
YDC,Industrial Airport;Drayton Valley#Canada!North America
GTI,Rugen Airport;Dreschvitz#Germany!Europe
DRS,Dresden International Airport;Dresden#Germany!Europe
DRJ,Drietabbetje Airport;Drietabbetje#Suriname!South America
DRF,Drift River Airport;Drift River#United States!North America
DFP,Drumduff Airport;Drumduff#Australia!Oceania
DRU,Drummond Airport;Drummond#United States!North America
DRE,Drummond Island Airport;Drummond Island#United States!North America
YHD,Dryden Regional Airport;Dryden#Canada!North America
DRY,Drysdale River Airport;Drysdale River#Australia!Oceania
DSC,Dschang Airport;Dschang#Cameroon!Africa
DWC,Dubai World Central - Al Maktoum International Airport;Dubai#United Arab Emirates!Middle East
DXB,Dubai Airport;Dubai#United Arab Emirates!Middle East
DBO,Dubbo City Regional Airport;Dubbo#Australia!Oceania
DUB,Dublin Airport;Dublin#Ireland!Europe
DBN,Dublin Municipal Airport;Dublin#United States!North America
PSK,New River Valley Airport;Dublin#United States!North America
DUJ,Jefferson County Airport;Dubois#United States!North America
DBS,Dubois Airport;Dubois#United States!North America
DBV,Dubrovnik Airport;Dubrovnik#Croatia!Europe
DBQ,Dubuque Municipal Airport;Dubuque#United States!North America
DUF,Pine Island Airport;Duck#United States!North America
DPG,Michael Army Air Field;Dugway#United States!North America
DUK,Dukuduk Airport;Dukuduk#South Africa!Africa
DLK,Dulkaninna Airport;Dulkaninna#Australia!Oceania
LKI,Lakeside United States Air Force;Duluth#United States!North America
DLH,Duluth International Airport;Duluth#United States!North America
DGT,Dumaguete Airport;Dumaguete#Philippines!Asia
DUM,Pinang Kampai Airport;Dumai#Indonesia!Asia
DPU,Dumpu Airport;Dumpu#Papua New Guinea!Asia
DNB,Dunbar Airport;Dunbar#Australia!Oceania
DUC,Halliburton Airport;Duncan#United States!North America
DCT,Duncan Town Airport;Duncan Town#Bahamas!Caribbean
DUQ,Duncan/Quam Airport;Duncan/Quam#Canada!North America
DUN,Dundas Airport;Dundas#Greenland!North America
DND,Dundee Airport;Dundee#United Kingdom!Europe
DUE,Dundo Airport;Dundo#Angola!Africa
DUD,Dunedin International Airport;Dunedin#New Zealand!Oceania
DNH,Dunhuang Airport;Dunhuang#China!Asia
DKI,Dunk Island Airport;Dunk Island#Australia!Oceania
DKK,Dunkirk Airport;Dunkirk#United States!North America
JNJ,Duqm Jaaluni Airport;Duqm#Oman!Middle East
DGO,Guadalupe Victoria Airport;Durango#Mexico!North America
AMK,Animas Air Park;Durango#United States!North America
DRO,Durango-La Plata County Airport;Durango#United States!North America
DUA,Eaker Airport;Durant#United States!North America
DZO,Durazno Airport;Durazno#Uruguay!South America
DUR,King Shaka International Airport;Durban#South Africa!Africa
VIR,Virginia Airport;Durban#South Africa!Africa
DHD,Durham Downs Airport;Durham Downs#Australia!Oceania
MME,Durham Tees Valley Airport;Durham Tees Valley#United Kingdom!Europe
DRR,Durrie Airport;Durrie#Australia!Oceania
DYU,Dushanbe Airport;Dushanbe#Tajikistan!Asia
MGL,Monchengladbach Airport;Dusseldorf#Germany!Europe
DUS,Dusseldorf International Airport;Dusseldorf#Germany!Europe
NRN,Weeze Airport;Dusseldorf#Germany!Europe
DUT,Unalaska Airport;Dutch Harbor#United States!North America
DWA,Dwamawa Airport;Dwamawa#Malawi!Africa
DYA,Dysart Airport;Dysart#Australia!Oceania
DZA,Dzaoudzi Airport;Dzaoudzi#Mayotte!Africa
EAA,Eagle Airport;Eagle#United States!North America
ELA,Eagle Lake Airport;Eagle Lake#United States!North America
EGP,Maverick County Airport;Eagle Pass#United States!North America
EGV,Eagle River Airport;Eagle River#United States!North America
YXR,Earlton Airport;Earlton#Canada!North America
HTO,East Hampton Airport;East Hampton#United States!North America
BPN,Sultan Aji Muhamad Sulaiman Airport;East Kalimantan#Indonesia!Asia
ELS,East London Airport;East London#South Africa!Africa
ZEM,East Main Airport;East Main#Canada!North America
ESP,Birchwood-Pocono Airport;East Stroudsburg#United States!North America
ECA,Iosco County Airport;East Tawas#United States!North America
IPC,Mataveri International Airport;Easter Island#Chile!South America
ETN,Eastland Municipal Airport;Eastland#United States!North America
ESW,State Airport;Easton#United States!North America
ESN,Easton Airport;Easton#United States!North America
ESD,Orcas Island Airport;Eastsound#United States!North America
EAU,Eau Claire Airport;Eau Claire#United States!North America
EBN,Ebadon Airport;Ebadon#Marshall Islands!Oceania
EBW,Ebolowa Airport;Ebolowa#Cameroon!Africa
EBO,Ebon Airport;Ebon#Marshall Islands!Oceania
ECH,Echuca Airport;Echuca#Australia!Oceania
ADV,Ed Daein Airport;Ed Daein#Sudan!Africa
EOI,Eday Airport;Eday#United Kingdom!Europe
EDE,Northeastern Regional Airport;Edenton#United States!North America
EDG,Weide Army Air Field;Edgewood Arsenal#United States!North America
EDI,Edinburgh Airport;Edinburgh#United Kingdom!Europe
YEG,Edmonton International Airport;Edmonton#Canada!North America
YED,CFB Edmonton;Edmonton#Canada!North America
YXD,Edmonton City Centre Blatchford Field Airport;Edmonton#Canada!North America
EDA,Edna Bay Airport;Edna Bay#United States!North America
EDO,Edremit/Korfez Airport;Edremit/Korfez#Turkey!Europe
YET,Edson Airport;Edson#Canada!North America
EDR,Edward River Airport;Edward River#Australia!Oceania
EDW,Edwards Air Force Base;Edwards Air Force Base#United States!North America
EEK,Eek Airport;Eek#United States!North America
EFG,Efogi Airport;Efogi#Papua New Guinea!Asia
EGX,Egegik Airport;Egegik#United States!North America
EGS,Egilsstadir Airport;Egilsstadir#Iceland!Europe
EIA,Popondetta Airport;Eia#Papua New Guinea!Asia
EFB,Eight Fathom Bight Airport;Eight Fathom Bight#United States!North America
HCM,Eli Airport;Eil#Somalia!Africa
EIY,Ein Yahav Airport;Ein Yahav#Israel!Middle East
EIH,Einasleigh Airport;Einasleigh#Australia!Oceania
EIN,Eindhoven Airport;Eindhoven#Netherlands!Europe
ERN,Eirunepe Airport;Eirunepe#Brazil!South America
EIB,Eisenach Airport;Eisenach#Germany!Europe
EJN,Taolai Airport;Ejina Banner#China!Asia
YOA,Ekati Airport;Ekati#Canada!North America
EKE,Ekereku Airport;Ekereku#Guyana!South America
EKB,Ekibastuz Airport;Ekibastuz#Kazakhstan!Asia
KKU,Ekuk Airport;Ekuk#United States!North America
KEK,Ekwok Airport;Ekwok#United States!North America
AAC,El Arish International Airport;El Arish#Egypt!Middle East
EBG,El Bagre Airport;El Bagre#Colombia!South America
ELB,San Bernado Airport;El Banco#Colombia!South America
EBH,El Bayadh Airport;El Bayadh#Algeria!Africa
EHL,El Bolson Airport;El Bolson#Argentina!South America
EBM,El Borma Airport;El Borma#Tunisia!Africa
FTE,El Calafate Airport;El Calafate#Argentina!South America
AZS,Samana El Catey Airport;El Catey/Samana#Dominican Republic!Caribbean
NJK,Navy Air Facility El Centro;El Centro#United States!North America
ECR,El Charco Airport;El Charco#Colombia!South America
EDK,El Dorado Airport;El Dorado#United States!North America
EOR,El Dorado Airporr;El Dorado#Venezuela!South America
ELD,Goodwin Field;El Dorado#United States!North America
ECO,El Encanto Airport;El Encanto#Colombia!South America
ELF,El Fasher Airport;El Fasher#Sudan!Africa
ELG,El Golea Airport;El Golea#Algeria!Africa
ZLG,El Gouera Airport;El Gouera#Mauritania!Africa
EMX,El Maiten Airport;El Maiten#Argentina!South America
EMY,El Minya Airport;El Minya#Egypt!Middle East
EMT,El Monte Airport;El Monte#United States!North America
ENJ,El Naranjo Airport;El Naranjo#Guatemala!Central America
ENI,El Nido Airport;El Nido#Philippines!Asia
EBD,El Obeid Airport;El Obeid#Sudan!Africa
ELU,Guemar Airport;El Oued#Algeria!Africa
EPA,El Palomar Airport;El Palomar#Argentina!South America
ELP,El Paso International Airport;El Paso#United States!North America
BIF,Biggs Army Air Field;El Paso#United States!North America
EPS,El Portillo Airport;El Portillo/Samana#Dominican Republic!Caribbean
PVE,El Porvenir Airport;El Porvenir#Panama!Central America
ELE,El Real Airport;El Real#Panama!Central America
ELJ,El Recreo Airport;El Recreo#Colombia!South America
ESR,El Salvador Airport;El Salvador#Chile!South America
ELX,El Tigre Airport;El Tigre#Venezuela!South America
VIG,El Vigia Airport;El Vigia#Venezuela!South America
EYP,El Yopal Airport;El Yopal#Colombia!South America
ETH,Eilat Airport;Elat#Israel!Middle East
EZS,Elazig Airport;Elazig#Turkey!Europe
EBA,Marina Di Campo Airport;Elba Island#Italy!Europe
ELC,Elcho Island Airport;Elcho Island#Australia!Oceania
EDB,Eldebba Airport;Eldebba#Sudan!Africa
ELO,Eldorado Airport;Eldorado#Argentina!South America
EDL,Eldoret Airport;Eldoret#Kenya!Africa
ELR,Elelim, Irian Jaya Airport;Elelim, Irian Jaya#Indonesia!Asia
ELV,Elfin Cove Sea Plane Base;Elfin Cove#United States!North America
ELI,Elim Airport;Elim#United States!North America
EPT,Eliptamin Airport;Eliptamin#Papua New Guinea!Asia
ESL,Elista Airport;Elista#Russian Federation!Europe
EYS,Elive Springs Airport;Elive Springs#Kenya!Africa
ECG,Elizabeth City Airport;Elizabeth City#United States!North America
EKX,Elizabethtown Airport;Elizabethtown#United States!North America
ELK,Elk City Municipal Airport;Elk City#United States!North America
EKD,Elkedra Airport;Elkedra#Australia!Oceania
EKI,Elkhart Municipal Airport;Elkhart#United States!North America
EKN,Elkins Airport;Elkins#United States!North America
EKO,Elko Airport;Elko#United States!North America
ELW,Ellamar Airport;Ellamar#United States!North America
ELN,Bowers Field;Ellensburg#United States!North America
YEL,Elliot Lake Airport;Elliot Lake#Canada!North America
ELL,Ellisras Matimba Airport;Ellisras#South Africa!Africa
ELM,Elmira Corning Regional Airport;Elmira#United States!North America
EOZ,Elorza Airport;Elorza#Venezuela!South America
ERQ,Elrose Mine Airport;Elrose Mine#Australia!Oceania
LYU,Ely Airport;Ely#United States!North America
ELY,Yelland Airport;Ely#United States!North America
EAE,Emae Airport;Emae#Vanuatu!Oceania
EMS,Embessa Airport;Embessa#Papua New Guinea!Asia
EME,Emden Airport;Emden#Germany!Europe
EMD,Emerald Airport;Emerald#Australia!Oceania
JEM,Emeryville Heliport;Emeryville#United States!North America
EMI,Emirau Airport;Emirau#Papua New Guinea!Asia
EML,Emmen Airport;Emmen#Switzerland!Europe
EMK,Emmonak Airport;Emmonak#United States!North America
EMO,Emo Airport;Emo#Papua New Guinea!Asia
EMG,Empangeni Airport;Empangeni#South Africa!Africa
EMP,Emporia Airport;Emporia#United States!North America
NUD,En Nahud Airport;En Nahud#Sudan!Africa
EWI,Enarotali Airport;Enarotali#Indonesia!Asia
ENO,Teniente Prim Alarcon Airport;Encarnacion#Paraguay!South America
ENE,H. Hasan Aroeboesman Airport;Ende#Indonesia!Asia
ENB,Eneabba Airport;Eneabba#Australia!Oceania
ENT,Enewetak Island Airport;Enewetak Island#Marshall Islands!Oceania
NBE,Enfidha - Hammamet International Airport ;Enfidha#Tunisia!Africa
EGA,Engati Airport;Engati#Papua New Guinea!Asia
END,Vance Air Force Base;Enid#United States!North America
WDG,Enid Woodring Municipal Airport;Enid#United States!North America
EIE,Eniseysk Airport;Eniseysk#Russian Federation!Europe
ENK,Saint Angelo Airport;Enniskillen#United Kingdom!Europe
ENF,Enontekio Airport;Enontekio#Finland!Europe
ENS,Twente Airport;Enschede#Netherlands!Europe
ESE,Ensenada Airport;Ensenada#Mexico!North America
ENH,Enshi Airport;Enshi#China!Asia
EBB,Entebbe International Airport;Entebbe#Uganda!Africa
ETS,Enterprise Municipal Airport;Enterprise#United States!North America
ENU,Enugu Airport;Enugu#Nigeria!Africa
EPN,Epena Airport;Epena#Congo!Africa
EPH,Ephrata Airport;Ephrata#United States!North America
EPI,Epi Airport;Epi#Vanuatu!Oceania
EPL,Mirecourt Airport;Epinal#France!Europe
EPK,Episkopi Airport;Episkopi#Cyprus!Europe
QFG,Eqalugaarsuit Heliport;Eqalugaarsuit#Greenland!North America
EDQ,Erandique Airport;Erandique#Honduras!Central America
ERE,Erave Airport;Erave#Papua New Guinea!Asia
EBL,Erbil International Airport;Erbil#Iraq!Middle East
ERG,Erbogachen Airport;Erbogachen#Russian Federation!Europe
ECN,Ercan Airport;Ercan#Cyprus!Europe
ERT,Erdenet Airport;Erdenet#Mongolia!Asia
ERM,Comandante Kraemer Airport;Erechim#Brazil!South America
ERL,Eren Hot Airport;Eren Hot#China!Asia
ERF,Erfurt Airport;Erfurt#Germany!Europe
ERI,Erie International Airport;Erie#United States!North America
ERA,Erigavo Airport;Erigavo#Somalia!Africa
EDD,Erlunda Airport;Erldunda#Australia!Oceania
ERB,Ernabella Airport;Ernabella#Australia!Oceania
ERH,Moulay Ali Cherif Airport;Errachidia#Morocco!Africa
ERR,Errol Airport;Errol#United States!North America
ERU,Erume Airport;Erume#Papua New Guinea!Asia
ERC,Erzincan Airport;Erzincan#Turkey!Europe
ERZ,Erzurum Airport;Erzurum#Turkey!Europe
ESA,Esa'Ala Airport;Esa'Ala#Papua New Guinea!Asia
EBJ,Esbjerg Airport;Esbjerg#Denmark!Europe
ESC,Delta County Airport;Escanaba#United States!North America
EKT,Eskilstuna Airport;Eskilstuna#Sweden!Europe
AOE,Anadolu Airport;Eskisehir#Turkey!Europe
ESK,Eskisehir Airport;Eskisehir#Turkey!Europe
ESM,Esmeraldas Airport;Esmeraldas#Ecuador!South America
ESO,Espanola Airport;Espanola#United States!North America
EPR,Esperance Airport;Esperance#Australia!Oceania
ESI,Espinosa Airport;Espinosa#Brazil!South America
SON,Santo Pekoa International Airport;Espiritu Santo#Vanuatu!Oceania
EQS,Esquel Airport;Esquel#Argentina!South America
YPF,Esquimalt Airport;Esquimalt#Canada!North America
ESU,Essaouira Airport;Essaouira#Morocco!Africa
ESS,Essen Airport;Essen#Germany!Europe
YEN,Estevan Regional Airport;Estevan#Canada!North America
YEP,Estevan Point Airport;Estevan Point#Canada!North America
EST,Estherville Municipal Airport;Estherville#United States!North America
ETD,Etadunna Airport;Etadunna#Australia!Oceania
EUA,Kaufana Airport;Eua#Tonga!Oceania
EUC,Eucla Airport;Eucla#Australia!Oceania
EUF,Weedon Field;Eufaula#United States!North America
EUG,Eugene Airport;Eugene#United States!North America
UCE,Eunice Airport;Eunice#United States!North America
YEU,Eureka Airport;Eureka#Canada!North America
EUE,Eureka Airport;Eureka#United States!North America
EKA,Murray Field;Eureka#United States!North America
EVD,Eva Downs Airport;Eva Downs#Australia!Oceania
EVA,Evadale Landing Strip;Evadale#United States!North America
EVH,Evans Head Airport;Evans Head#Australia!Oceania
EVW,Evanston Airport;Evanston#United States!North America
EVV,Evansville Regional Airport;Evansville#United States!North America
EVM,Eveleth Airport;Eveleth#United States!North America
SWV,Severo-Evensk Airport;Evensk#Russian Federation!Europe
PAE,Snohomish County Airport;Everett#United States!North America
EVX,Evreux Airport;Evreux#France!Europe
JEV,Evry Heliport;Evry#France!Europe
EWE,Ewer Airport;Ewer#Indonesia!Asia
EWO,Ewo Airport;Ewo#Congo!Africa
EXI,Excursion Inlet Sea Plane Base;Excursion Inlet#United States!North America
EXT,Exeter International Airport;Exeter#United Kingdom!Europe
EXM,Exmouth Gulf Airport;Exmouth Gulf#Australia!Oceania
FAC,Faaite Airport;Faaite#French Polynesia!Oceania
FNG,Fada Ngourma Airport;Fada Ngourma#Burkina Faso!Africa
VDB,Fagernes Airport;Fagernes#Norway!Europe
FAG,Fagurholsmyri Airport;Fagurholsmyri#Iceland!Europe
FIE,Fair Isle Airport;Fair Isle#United Kingdom!Europe
FAI,Fairbanks International Airport;Fairbanks#United States!North America
MTX,Metro Field;Fairbanks#United States!North America
EIL,Eielson Air Force Base;Fairbanks#United States!North America
FBK,Fort Wainwright Airport;Fairbanks#United States!North America
FBY,Fairbury Municipal Airport;Fairbury#United States!North America
FFL,Fairfield Municipal Airport;Fairfield#United States!North America
SUU,Travis Air Force Base;Fairfield#United States!North America
FFD,Royal Air Force Station;Fairford#United Kingdom!Europe
FRM,Fairmont Airport;Fairmont#United States!North America
YCZ,Fairmount Springs Airport;Fairmount Springs#Canada!North America
ZFW,Fairview Airport;Fairview#Canada!North America
LYP,Faisalabad Airport;Faisalabad#Pakistan!Asia
FBD,Faizabad Airport;Faizabad#Afghanistan!Asia
FAJ,Diego Jimenez Torres Airport;Fajardo#Puerto Rico!Caribbean
FKQ,Fak Fak Airport;Fak Fak#Indonesia!Asia
FHZ,Fakahina Airport;Fakahina#French Polynesia!Oceania
FAV,Fakarava Airport;Fakarava#French Polynesia!Oceania
NIU,Niau Airport;Fakarava Niau#French Polynesia!Oceania
FKH,Sculthorp Royal Air Force;Fakenham#United Kingdom!Europe
YOE,Falher Airport;Falher#Canada!North America
NFL,Naval Air Station;Fallon#United States!North America
FLX,Fallon Municipal Airport;Fallon#United States!North America
FLJ,Falls Bay Airport;Falls Bay#United States!North America
FLC,Falls Creek Airport;Falls Creek#Australia!Oceania
FMH,Otis Air Force Base;Falmouth#United States!North America
FAK,False Island Airport;False Island#United States!North America
KFP,False Pass Airport;False Pass#United States!North America
